contig_id,feature_type,start,end,strand,length_bp,locus_tag,gene,product,protein_id,ec_number,db_xref,inference,cumulative_start,cumulative_end
S1A_contig_011,CDS,44904,45963,+,1059,PROKKA_02331,,hypothetical protein,BS:PROKKA_02331,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF06970.5,2467736,2468795
S1A_contig_011,CDS,45952,46690,+,738,PROKKA_02332,,hypothetical protein,BS:PROKKA_02332,,,ab initio prediction:Prodigal:2.6,2468784,2469522
S1A_contig_011,CDS,47177,47405,+,228,PROKKA_02333,,hypothetical protein,BS:PROKKA_02333,,,ab initio prediction:Prodigal:2.6,2470009,2470237
S1A_contig_011,CDS,47931,48168,+,237,PROKKA_02334,,hypothetical protein,BS:PROKKA_02334,,,ab initio prediction:Prodigal:2.6,2470763,2471000
S1A_contig_011,CDS,48175,48334,+,159,PROKKA_02335,,hypothetical protein,BS:PROKKA_02335,,,ab initio prediction:Prodigal:2.6,2471007,2471166
S1A_contig_011,CDS,48386,48617,+,231,PROKKA_02336,,hypothetical protein,BS:PROKKA_02336,,,ab initio prediction:Prodigal:2.6,2471218,2471449
S1A_contig_011,CDS,48603,48879,+,276,PROKKA_02337,,hypothetical protein,BS:PROKKA_02337,,,ab initio prediction:Prodigal:2.6,2471435,2471711
S1A_contig_011,CDS,48907,50305,+,1398,PROKKA_02338,,hypothetical protein,BS:PROKKA_02338,,,ab initio prediction:Prodigal:2.6,2471739,2473137
S1A_contig_011,CDS,50376,50589,+,213,PROKKA_02339,,hypothetical protein,BS:PROKKA_02339,,,ab initio prediction:Prodigal:2.6,2473208,2473421
S1A_contig_011,CDS,50652,51915,+,1263,PROKKA_02340,,LysM domain protein,BS:PROKKA_02340,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF01476.14,2473484,2474747
S1A_contig_011,CDS,52062,54381,+,2319,PROKKA_02341,sdrD,Serine-aspartate repeat-containing protein D precursor,BS:PROKKA_02341,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7A780,2474894,2477213
S1A_contig_011,CDS,54768,54861,+,93,PROKKA_02342,,hypothetical protein,BS:PROKKA_02342,,,ab initio prediction:Prodigal:2.6,2477600,2477693
S1A_contig_011,CDS,54857,54971,+,114,PROKKA_02343,,hypothetical protein,BS:PROKKA_02343,,,ab initio prediction:Prodigal:2.6,2477689,2477803
S1A_contig_011,CDS,55539,56223,-,684,PROKKA_02344,fnr,Anaerobic regulatory protein,BS:PROKKA_02344,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P46908,2478371,2479055
S1A_contig_011,CDS,56407,57682,+,1275,PROKKA_02345,,hypothetical protein,BS:PROKKA_02345,,,ab initio prediction:Prodigal:2.6,2479239,2480514
S1A_contig_011,CDS,57692,58439,+,747,PROKKA_02346,,AIR carboxylase,BS:PROKKA_02346,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF00731.14,2480524,2481271
S1A_contig_011,CDS,58454,59246,+,792,PROKKA_02347,,hypothetical protein,BS:PROKKA_02347,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK04194,2481286,2482078
S1A_contig_011,CDS,59335,59713,+,378,PROKKA_02348,,hypothetical protein,BS:PROKKA_02348,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK04194,2482167,2482545
S1A_contig_011,CDS,59758,60589,+,831,PROKKA_02349,,NAD synthetase,BS:PROKKA_02349,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK00876,2482590,2483421
S1A_contig_011,CDS,60596,61316,+,720,PROKKA_02350,gla_1,Glycerol facilitator-aquaporin gla,BS:PROKKA_02350,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P22094,2483428,2484148
S1A_contig_011,CDS,61478,62492,+,1014,PROKKA_02351,nixA,High-affinity nickel-transport protein NixA,BS:PROKKA_02351,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q48262,2484310,2485324
S1A_contig_011,CDS,63034,63289,+,255,PROKKA_02352,,hypothetical protein,BS:PROKKA_02352,,,ab initio prediction:Prodigal:2.6,2485866,2486121
S1A_contig_011,CDS,63363,63552,+,189,PROKKA_02353,,hypothetical protein,BS:PROKKA_02353,,,ab initio prediction:Prodigal:2.6,2486195,2486384
S1A_contig_011,CDS,63565,63724,+,159,PROKKA_02354,,hypothetical protein,BS:PROKKA_02354,,,ab initio prediction:Prodigal:2.6,2486397,2486556
S1A_contig_011,CDS,63932,64211,+,279,PROKKA_02355,,hypothetical protein,BS:PROKKA_02355,,,ab initio prediction:Prodigal:2.6,2486764,2487043
S1A_contig_011,CDS,64222,64489,+,267,PROKKA_02356,,hypothetical protein,BS:PROKKA_02356,,,ab initio prediction:Prodigal:2.6,2487054,2487321
S1A_contig_011,CDS,64507,64684,+,177,PROKKA_02357,,hypothetical protein,BS:PROKKA_02357,,,ab initio prediction:Prodigal:2.6,2487339,2487516
S1A_contig_011,CDS,64685,64913,+,228,PROKKA_02358,,hypothetical protein,BS:PROKKA_02358,,,ab initio prediction:Prodigal:2.6,2487517,2487745
S1A_contig_011,CDS,64955,66197,+,1242,PROKKA_02359,,hypothetical protein,BS:PROKKA_02359,,,ab initio prediction:Prodigal:2.6,2487787,2489029
S1A_contig_011,CDS,66174,67704,+,1530,PROKKA_02360,,Pesticidal crystal protein cry22Aa,BS:PROKKA_02360,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P56957,2489006,2490536
S1A_contig_011,CDS,67762,68182,+,420,PROKKA_02361,,Single-strand binding protein family protein,BS:PROKKA_02361,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF00436.19,2490594,2491014
S1A_contig_011,CDS,68190,68769,+,579,PROKKA_02362,,hypothetical protein,BS:PROKKA_02362,,,ab initio prediction:Prodigal:2.6,2491022,2491601
S1A_contig_011,CDS,68795,71243,+,2448,PROKKA_02363,,Type IV secretory system Conjugative DNA transfer,BS:PROKKA_02363,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF02534.8,2491627,2494075
S1A_contig_011,CDS,71239,73297,+,2058,PROKKA_02364,,hypothetical protein,BS:PROKKA_02364,,,ab initio prediction:Prodigal:2.6,2494071,2496129
S1A_contig_011,CDS,73302,73638,+,336,PROKKA_02365,,hypothetical protein,BS:PROKKA_02365,,,ab initio prediction:Prodigal:2.6,2496134,2496470
S1A_contig_011,CDS,73621,74218,+,597,PROKKA_02366,,hypothetical protein,BS:PROKKA_02366,,,ab initio prediction:Prodigal:2.6,2496453,2497050
S1A_contig_011,CDS,74198,76127,+,1929,PROKKA_02367,,AAA-like domain protein,BS:PROKKA_02367,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF12846.1,2497030,2498959
S1A_contig_011,CDS,76128,77139,+,1011,PROKKA_02368,pgdS,Gamma-DL-glutamyl hydrolase precursor,BS:PROKKA_02368,3.4.19.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P96740,2498960,2499971
S1A_contig_011,CDS,77154,77799,+,645,PROKKA_02369,,hypothetical protein,BS:PROKKA_02369,,,ab initio prediction:Prodigal:2.6,2499986,2500631
S1A_contig_011,CDS,77795,78203,+,408,PROKKA_02370,,Thioredoxin,BS:PROKKA_02370,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF00085.14,2500627,2501035
S1A_contig_012,CDS,315,525,-,210,PROKKA_02371,,hypothetical protein,BS:PROKKA_02371,,,ab initio prediction:Prodigal:2.6,2501472,2501682
S1A_contig_012,CDS,1074,4164,-,3090,PROKKA_02372,,hypothetical protein,BS:PROKKA_02372,,,ab initio prediction:Prodigal:2.6,2502231,2505321
S1A_contig_012,CDS,4156,4564,-,408,PROKKA_02373,,hypothetical protein,BS:PROKKA_02373,,,ab initio prediction:Prodigal:2.6,2505313,2505721
S1A_contig_012,CDS,4614,4947,-,333,PROKKA_02374,,Phage protein,BS:PROKKA_02374,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF12363.2,2505771,2506104
S1A_contig_012,CDS,5032,5635,-,603,PROKKA_02375,,Phage major tail protein 2,BS:PROKKA_02375,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF06199.5,2506189,2506792
S1A_contig_012,CDS,5646,6051,-,405,PROKKA_02376,,hypothetical protein,BS:PROKKA_02376,,,ab initio prediction:Prodigal:2.6,2506803,2507208
S1A_contig_012,CDS,6051,6417,-,366,PROKKA_02377,,hypothetical protein,BS:PROKKA_02377,,,ab initio prediction:Prodigal:2.6,2507208,2507574
S1A_contig_012,CDS,6413,6716,-,303,PROKKA_02378,,hypothetical protein,BS:PROKKA_02378,,,ab initio prediction:Prodigal:2.6,2507570,2507873
S1A_contig_012,CDS,6720,7095,-,375,PROKKA_02379,,Phage gp6-like head-tail connector protein,BS:PROKKA_02379,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF05135.7,2507877,2508252
S1A_contig_012,CDS,7322,8336,-,1014,PROKKA_02380,,hypothetical protein,BS:PROKKA_02380,,,ab initio prediction:Prodigal:2.6,2508479,2509493
S1A_contig_012,CDS,8351,9005,-,654,PROKKA_02381,,hypothetical protein,BS:PROKKA_02381,,,ab initio prediction:Prodigal:2.6,2509508,2510162
S1A_contig_012,CDS,9129,10122,-,993,PROKKA_02382,,Phage Mu protein F like protein,BS:PROKKA_02382,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF04233.8,2510286,2511279
S1A_contig_012,CDS,10087,11515,-,1428,PROKKA_02383,,"Phage portal protein, SPP1 Gp6-like",BS:PROKKA_02383,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF05133.8,2511244,2512672
S1A_contig_012,CDS,11519,12779,-,1260,PROKKA_02384,,Terminase-like family protein,BS:PROKKA_02384,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF03237.9,2512676,2513936
S1A_contig_012,CDS,12756,13338,-,582,PROKKA_02385,,Terminase small subunit,BS:PROKKA_02385,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF03592.10,2513913,2514495
S1A_contig_012,CDS,13371,13695,-,324,PROKKA_02386,,hypothetical protein,BS:PROKKA_02386,,,ab initio prediction:Prodigal:2.6,2514528,2514852
S1A_contig_012,CDS,13687,13981,-,294,PROKKA_02387,,hypothetical protein,BS:PROKKA_02387,,,ab initio prediction:Prodigal:2.6,2514844,2515138
S1A_contig_012,CDS,14026,14836,-,810,PROKKA_02388,,hypothetical protein,BS:PROKKA_02388,,,ab initio prediction:Prodigal:2.6,2515183,2515993
S1A_contig_012,CDS,15242,15614,-,372,PROKKA_02389,,50S ribosomal protein L22/unknown domain fusion protein,BS:PROKKA_02389,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK12279,2516399,2516771
S1A_contig_012,CDS,15591,16659,-,1068,PROKKA_02390,,hypothetical protein,BS:PROKKA_02390,,,ab initio prediction:Prodigal:2.6,2516748,2517816
S1A_contig_012,CDS,17282,17717,-,435,PROKKA_02391,,hypothetical protein,BS:PROKKA_02391,,,ab initio prediction:Prodigal:2.6,2518439,2518874
S1A_contig_012,CDS,17790,18012,-,222,PROKKA_02392,,hypothetical protein,BS:PROKKA_02392,,,ab initio prediction:Prodigal:2.6,2518947,2519169
S1A_contig_012,CDS,18083,18212,-,129,PROKKA_02393,,hypothetical protein,BS:PROKKA_02393,,,ab initio prediction:Prodigal:2.6,2519240,2519369
S1A_contig_012,CDS,18208,18565,-,357,PROKKA_02394,,hypothetical protein,BS:PROKKA_02394,,,ab initio prediction:Prodigal:2.6,2519365,2519722
S1A_contig_012,CDS,18554,18773,-,219,PROKKA_02395,,hypothetical protein,BS:PROKKA_02395,,,ab initio prediction:Prodigal:2.6,2519711,2519930
S1A_contig_012,CDS,18775,19153,-,378,PROKKA_02396,,hypothetical protein,BS:PROKKA_02396,,,ab initio prediction:Prodigal:2.6,2519932,2520310
S1A_contig_012,CDS,19139,19703,-,564,PROKKA_02397,,hypothetical protein,BS:PROKKA_02397,,,ab initio prediction:Prodigal:2.6,2520296,2520860
S1A_contig_012,CDS,19699,19810,-,111,PROKKA_02398,,hypothetical protein,BS:PROKKA_02398,,,ab initio prediction:Prodigal:2.6,2520856,2520967
S1A_contig_012,CDS,19833,20412,-,579,PROKKA_02399,,hypothetical protein,BS:PROKKA_02399,,,ab initio prediction:Prodigal:2.6,2520990,2521569
S1A_contig_012,CDS,20422,21346,-,924,PROKKA_02400,Int-Tn_3,Transposase from transposon Tn916,BS:PROKKA_02400,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P22886,2521579,2522503
S1A_contig_012,CDS,21332,22043,-,711,PROKKA_02401,,N-6 DNA Methylase,BS:PROKKA_02401,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF02384.10,2522489,2523200
S1A_contig_012,CDS,22054,22438,-,384,PROKKA_02402,,hypothetical protein,BS:PROKKA_02402,,,ab initio prediction:Prodigal:2.6,2523211,2523595
S1A_contig_012,CDS,22440,22890,-,450,PROKKA_02403,,hypothetical protein,BS:PROKKA_02403,,,ab initio prediction:Prodigal:2.6,2523597,2524047
S1A_contig_012,CDS,22886,23219,-,333,PROKKA_02404,,hypothetical protein,BS:PROKKA_02404,,,ab initio prediction:Prodigal:2.6,2524043,2524376
S1A_contig_012,CDS,23215,23998,-,783,PROKKA_02405,,hypothetical protein,BS:PROKKA_02405,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK08116,2524372,2525155
S1A_contig_012,CDS,23984,24836,-,852,PROKKA_02406,,Replication initiation and membrane attachment,BS:PROKKA_02406,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF07261.5,2525141,2525993
S1A_contig_012,CDS,24851,25676,-,825,PROKKA_02407,,PD-(D/E)XK nuclease superfamily protein,BS:PROKKA_02407,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF12705.1,2526008,2526833
S1A_contig_012,CDS,25632,26499,-,867,PROKKA_02408,,recombination and repair protein RecT,BS:PROKKA_02408,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK09846,2526789,2527656
S1A_contig_012,CDS,26511,26919,-,408,PROKKA_02409,,hypothetical protein,BS:PROKKA_02409,,,ab initio prediction:Prodigal:2.6,2527668,2528076
S1A_contig_012,CDS,27018,27147,-,129,PROKKA_02410,,hypothetical protein,BS:PROKKA_02410,,,ab initio prediction:Prodigal:2.6,2528175,2528304
S1A_contig_012,CDS,27159,27381,-,222,PROKKA_02411,,hypothetical protein,BS:PROKKA_02411,,,ab initio prediction:Prodigal:2.6,2528316,2528538
S1A_contig_012,CDS,27359,27908,-,549,PROKKA_02412,,hypothetical protein,BS:PROKKA_02412,,,ab initio prediction:Prodigal:2.6,2528516,2529065
S1A_contig_012,CDS,27973,28120,-,147,PROKKA_02413,,hypothetical protein,BS:PROKKA_02413,,,ab initio prediction:Prodigal:2.6,2529130,2529277
S1A_contig_012,CDS,28207,28417,+,210,PROKKA_02414,,hypothetical protein,BS:PROKKA_02414,,,ab initio prediction:Prodigal:2.6,2529364,2529574
S1A_contig_012,CDS,28413,28725,-,312,PROKKA_02415,,hypothetical protein,BS:PROKKA_02415,,,ab initio prediction:Prodigal:2.6,2529570,2529882
S1A_contig_012,CDS,28721,28985,-,264,PROKKA_02416,,helix-turn-helix protein,BS:PROKKA_02416,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF01381.16,2529878,2530142
S1A_contig_012,CDS,29148,29607,+,459,PROKKA_02417,immR_2,HTH-type transcriptional regulator ImmR,BS:PROKKA_02417,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P96631,2530305,2530764
S1A_contig_012,CDS,29625,30072,+,447,PROKKA_02418,,hypothetical protein,BS:PROKKA_02418,,,ab initio prediction:Prodigal:2.6,2530782,2531229
S1A_contig_012,CDS,30095,30959,+,864,PROKKA_02419,,hypothetical protein,BS:PROKKA_02419,,,ab initio prediction:Prodigal:2.6,2531252,2532116
S1A_contig_012,CDS,30982,31573,+,591,PROKKA_02420,,hypothetical protein,BS:PROKKA_02420,,,ab initio prediction:Prodigal:2.6,2532139,2532730
S1A_contig_012,CDS,31907,32333,+,426,PROKKA_02421,,Pyridoxamine 5'-phosphate oxidase,BS:PROKKA_02421,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF01243.14,2533064,2533490
S1A_contig_012,CDS,32356,32560,+,204,PROKKA_02422,,hypothetical protein,BS:PROKKA_02422,,,ab initio prediction:Prodigal:2.6,2533513,2533717
S1A_contig_012,CDS,32649,33834,+,1185,PROKKA_02423,xerD_2,Tyrosine recombinase XerD,BS:PROKKA_02423,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0A0P0,2533806,2534991
S1A_contig_012,CDS,33959,35300,-,1341,PROKKA_02424,pgi,Glucose-6-phosphate isomerase,BS:PROKKA_02424,5.3.1.9,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P81181,2535116,2536457
S1A_contig_012,CDS,35513,36371,-,858,PROKKA_02425,glcU_2,putative glucose uptake protein GlcU,BS:PROKKA_02425,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P40419,2536670,2537528
S1A_contig_012,CDS,36542,37148,-,606,PROKKA_02426,,VanZ like family protein,BS:PROKKA_02426,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF04892.6,2537699,2538305
S1A_contig_012,CDS,37613,39869,+,2256,PROKKA_02427,ltaS1_1,Lipoteichoic acid synthase 1,BS:PROKKA_02427,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q797B3,2538770,2541026
S1A_contig_012,CDS,39954,40701,+,747,PROKKA_02428,,hypothetical protein,BS:PROKKA_02428,,,ab initio prediction:Prodigal:2.6,2541111,2541858
S1A_contig_012,CDS,40710,41280,+,570,PROKKA_02429,,hypothetical protein,BS:PROKKA_02429,,,ab initio prediction:Prodigal:2.6,2541867,2542437
S1A_contig_012,CDS,41401,42697,-,1296,PROKKA_02430,purB,Adenylosuccinate lyase,BS:PROKKA_02430,4.3.2.2,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P12047,2542558,2543854
S1A_contig_012,CDS,42766,43876,-,1110,PROKKA_02431,purK_1,N5-carboxyaminoimidazole ribonucleotide synthase,BS:PROKKA_02431,6.3.4.18,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7A695,2543923,2545033
S1A_contig_012,CDS,43896,45225,-,1329,PROKKA_02432,pucK,Uric acid permease PucK,BS:PROKKA_02432,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O32140,2545053,2546382
S1A_contig_012,CDS,45231,45810,-,579,PROKKA_02433,xpt,Xanthine phosphoribosyltransferase,BS:PROKKA_02433,2.4.2.22,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P42085,2546388,2546967
S1A_contig_012,CDS,46000,46636,-,636,PROKKA_02434,lytG,Exo-glucosaminidase LytG precursor,BS:PROKKA_02434,3.2.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O32083,2547157,2547793
S1A_contig_012,CDS,46641,47124,-,483,PROKKA_02435,yvbK,putative N-acetyltransferase YvbK,BS:PROKKA_02435,2.3.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O32248,2547798,2548281
S1A_contig_012,CDS,47365,47566,-,201,PROKKA_02436,cspLA,Cold shock-like protein CspLA,BS:PROKKA_02436,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0A355,2548522,2548723
S1A_contig_012,CDS,48249,48477,-,228,PROKKA_02437,,hypothetical protein,BS:PROKKA_02437,,,ab initio prediction:Prodigal:2.6,2549406,2549634
S1A_contig_012,CDS,48525,49491,-,966,PROKKA_02438,,hypothetical protein,BS:PROKKA_02438,,,ab initio prediction:Prodigal:2.6,2549682,2550648
S1A_contig_012,CDS,49618,50257,+,639,PROKKA_02439,,Putative cell-wall binding lipoprotein,BS:PROKKA_02439,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF10368.3,2550775,2551414
S1A_contig_012,CDS,50343,51273,+,930,PROKKA_02440,csbB,Putative glycosyltransferase CsbB,BS:PROKKA_02440,2.4.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q45539,2551500,2552430
S1A_contig_012,CDS,51624,53364,-,1740,PROKKA_02441,,hypothetical protein,BS:PROKKA_02441,,,ab initio prediction:Prodigal:2.6,2552781,2554521
S1A_contig_012,CDS,53674,56338,+,2664,PROKKA_02442,,Bacterial membrane protein YfhO,BS:PROKKA_02442,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF09586.4,2554831,2557495
S1A_contig_012,CDS,57002,57833,+,831,PROKKA_02443,licT_2,Transcription antiterminator LicT,BS:PROKKA_02443,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P39805,2558159,2558990
S1A_contig_012,CDS,57920,59774,+,1854,PROKKA_02444,bglF_4,PTS system beta-glucoside-specific EIIBCA component,BS:PROKKA_02444,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P08722,2559077,2560931
S1A_contig_012,CDS,59854,61303,+,1449,PROKKA_02445,bglH_2,Aryl-phospho-beta-D-glucosidase BglH,BS:PROKKA_02445,3.2.1.86,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P40740,2561011,2562460
S1A_contig_012,CDS,61706,62447,-,741,PROKKA_02446,,hypothetical protein,BS:PROKKA_02446,,,ab initio prediction:Prodigal:2.6,2562863,2563604
S1A_contig_012,CDS,63210,64833,-,1623,PROKKA_02447,,hypothetical protein,BS:PROKKA_02447,,,ab initio prediction:Prodigal:2.6,2564367,2565990
S1A_contig_012,CDS,64846,65167,-,321,PROKKA_02448,,hypothetical protein,BS:PROKKA_02448,,,ab initio prediction:Prodigal:2.6,2566003,2566324
S1A_contig_012,CDS,65141,66185,-,1044,PROKKA_02449,,hypothetical protein,BS:PROKKA_02449,,,ab initio prediction:Prodigal:2.6,2566298,2567342
S1A_contig_012,CDS,66281,67019,-,738,PROKKA_02450,,hypothetical protein,BS:PROKKA_02450,,,ab initio prediction:Prodigal:2.6,2567438,2568176
S1A_contig_012,CDS,67698,68436,-,738,PROKKA_02451,,hypothetical protein,BS:PROKKA_02451,,,ab initio prediction:Prodigal:2.6,2568855,2569593
S1A_contig_012,CDS,69054,72219,-,3165,PROKKA_02452,,hypothetical protein,BS:PROKKA_02452,,,ab initio prediction:Prodigal:2.6,2570211,2573376
S1A_contig_013,CDS,162,1737,-,1575,PROKKA_02453,prfC,Peptide chain release factor 3,BS:PROKKA_02453,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q99V72,2573806,2575381
S1A_contig_013,CDS,1802,3149,-,1347,PROKKA_02454,corC_2,Magnesium and cobalt efflux protein CorC,BS:PROKKA_02454,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0A2L3,2575446,2576793
S1A_contig_013,CDS,3224,4403,-,1179,PROKKA_02455,tqsA,AI-2 transport protein TqsA,BS:PROKKA_02455,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0AFS5,2576868,2578047
S1A_contig_013,CDS,4479,4914,+,435,PROKKA_02456,yjcF,putative N-acetyltransferase YjcF,BS:PROKKA_02456,2.3.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O31628,2578123,2578558
S1A_contig_013,CDS,5052,5571,-,519,PROKKA_02457,,hypothetical protein,BS:PROKKA_02457,,,ab initio prediction:Prodigal:2.6,2578696,2579215
S1A_contig_013,CDS,5598,6135,-,537,PROKKA_02458,,hypothetical protein,BS:PROKKA_02458,,,ab initio prediction:Prodigal:2.6,2579242,2579779
S1A_contig_013,CDS,6384,7179,-,795,PROKKA_02459,recX,Regulatory protein RecX,BS:PROKKA_02459,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P66003,2580028,2580823
S1A_contig_013,CDS,7252,8788,+,1536,PROKKA_02460,,Mga helix-turn-helix domain protein,BS:PROKKA_02460,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF05043.7,2580896,2582432
S1A_contig_013,CDS,8781,9156,-,375,PROKKA_02461,,hypothetical protein,BS:PROKKA_02461,,,ab initio prediction:Prodigal:2.6,2582425,2582800
S1A_contig_013,CDS,9233,10601,+,1368,PROKKA_02462,rlmCD_2,23S rRNA (uracil-C(5))-methyltransferase RlmCD,BS:PROKKA_02462,2.1.1.189,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O31503,2582877,2584245
S1A_contig_013,CDS,10885,11359,+,474,PROKKA_02463,,Nucleoside 2-deoxyribosyltransferase,BS:PROKKA_02463,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF05014.9,2584529,2585003
S1A_contig_013,CDS,11442,12180,-,738,PROKKA_02464,yydK_2,putative HTH-type transcriptional regulator YydK,BS:PROKKA_02464,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q45591,2585086,2585824
S1A_contig_013,CDS,12323,13760,-,1437,PROKKA_02465,bglA,Aryl-phospho-beta-D-glucosidase BglA,BS:PROKKA_02465,3.2.1.86,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P42973,2585967,2587404
S1A_contig_013,CDS,13812,15177,-,1365,PROKKA_02466,licC_2,Lichenan permease IIC component,BS:PROKKA_02466,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P46317,2587456,2588821
S1A_contig_013,CDS,15199,15694,-,495,PROKKA_02467,,hypothetical protein,BS:PROKKA_02467,,,ab initio prediction:Prodigal:2.6,2588843,2589338
S1A_contig_013,CDS,15720,16038,-,318,PROKKA_02468,licA_5,Lichenan-specific phosphotransferase enzyme IIA component,BS:PROKKA_02468,2.7.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P46319,2589364,2589682
S1A_contig_013,CDS,16047,16362,-,315,PROKKA_02469,licB_4,Lichenan-specific phosphotransferase enzyme IIB component,BS:PROKKA_02469,2.7.1.69,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P46318,2589691,2590006
S1A_contig_013,CDS,16682,18437,-,1755,PROKKA_02470,pox5_2,Pyruvate oxidase,BS:PROKKA_02470,1.2.3.3,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P37063,2590326,2592081
S1A_contig_013,CDS,18760,19927,-,1167,PROKKA_02471,pksG,Polyketide biosynthesis 3-hydroxy-3-methylglutaryl-ACP synthase PksG,BS:PROKKA_02471,2.3.3.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P40830,2592404,2593571
S1A_contig_013,CDS,19910,21191,-,1281,PROKKA_02472,mvaA,3-hydroxy-3-methylglutaryl-coenzyme A reductase,BS:PROKKA_02472,1.1.1.88,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P13702,2593554,2594835
S1A_contig_013,CDS,21202,22384,-,1182,PROKKA_02473,thlA,Acetyl-CoA acetyltransferase,BS:PROKKA_02473,2.3.1.9,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q18AR0,2594846,2596028
S1A_contig_013,CDS,22728,23028,+,300,PROKKA_02474,,hypothetical protein,BS:PROKKA_02474,,,ab initio prediction:Prodigal:2.6,2596372,2596672
S1A_contig_013,CDS,23028,23859,-,831,PROKKA_02475,,hypothetical protein,BS:PROKKA_02475,,,ab initio prediction:Prodigal:2.6,2596672,2597503
